id,text,task1,task2,task3
4729,national guard shows try end well rioters,Non-Supportive,No,No
3426,watching nov nd gaza almost destroyed hope reminder palestanian strong people planet earth one decades kill spirit long live palestine remember everything,Supportive,Group,Nation
1306,dream surfer went break girl dated days says think something anymore broke heart ofc online dating tips taking break online dating dont wan na ruin relationship girls,Non-Supportive,No,No
6565,think whoever leading showing black lives matter something racist yes besides black people need help many innocent people died absolutely reason,Supportive,Group,Black Community
843,muslim leaders please help save muslim countries tortured dont close eyes,Supportive,Group,Religion
2116,afghanistan also love palestinians brothers sisters insha allah one day come khurasan,Supportive,Group,Nation
4728,guys nice say like stuff whwn bad stuff happening state,Non-Supportive,No,No
2557,every child anywhere anywhere deserve opportunity reach stars proud give trying show go far,Non-Supportive,No,No
4365,im black see im black hear im black mourn im black fight im black see pain heard,Supportive,Group,Black Community
3479,really blessed listen message gave hopes back secondary school still god bless,Non-Supportive,No,No
7407,support cop 100 video edited know wrong try flip one getting flipped wwe style,Supportive,Group,Other
7397,understand security officer biologist supposed know woman credentialed,Non-Supportive,No,No
6737,like groups everyone blm racist many members logical open minded individuals difference logical open minded members anything racist extremists stand beside people blm racism reason lot people support unwillingness keep members line leads extremism,Non-Supportive,No,No
4611,media people protesting reopen peacefully dumb social distancing media violent blm protestembarrassed blushing,Non-Supportive,No,No
2698,forget wish childless women happy mother day comes around,Supportive,Group,Women
1101,muslim also human shame us cant help least share talents emotions world,Non-Supportive,No,No
9697,palastine kids inshallah palastile free love palastine tunisia,Supportive,Group,Nation
9535,people would rather think anything death steve talks death casting positive light one day cleared away make room new life find strangely comforting wish die choice ups downs ebbs flows life world someday washed away something new like,Non-Supportive,No,No
5324,cruel light skin tone humanity dead innocent peoples suffering lot please end war human light skin tone shame,Supportive,Group,Other
8264,touched hear israel colonized palestine love russia,Non-Supportive,No,No
215,havea lump sum absolutely nothing bank account wan na get something started seem excellent achieve,Non-Supportive,No,No
9719,bitcoin profitable investment online trade help professional expert,Non-Supportive,No,No
1540,prophet muhammad sb said smail sadqua beauti islam red heartred heartred heart,Non-Supportive,No,No
8130,human muslim feel sad cry muslim brothers going god wants الحمد لله اللهم اكتب لهم الشهادة,Non-Supportive,No,No
6992,key research remember said best place hide information black people books hundred points,Non-Supportive,No,No
3514,uzubillahi min ashshaytaan nir rajeem bismillahir rahman nir raheem allah never forgets gives respite oppressor specified term catches escape helper,Non-Supportive,No,No
7289,resources money support system blah blah blah welcome man face tears joy wall undefeated ladies,Non-Supportive,No,No
4570,coronavirus thinking face social distancing like social hostility,Non-Supportive,No,No
713,loose everyone r watching,Non-Supportive,No,No
5027,palestinian situation arab leadership open border egypt,Non-Supportive,No,No
2892,glad see smiling alhamdulillah would make depressed whenever thought peace thank much info,Supportive,Individual,No
6870,let africans try belittle get disrespectful scream ice ice help,Non-Supportive,No,No
5713,world please save world children,Non-Supportive,No,No
378,stupid mindset everyday life today last day would nothing somewhere like people like eat favourite foods relax hear people say things think would really mean lived like today last day life would start anything takes longer day find success finish,Non-Supportive,No,No
1269,investing cryptocurrencybitcoin wisest idea platform millionaires future billionaires gather get inspired,Non-Supportive,No,No
9313,afraid failure turn failure success never stop believing faith keep going one day get god bless smiling face smiling eyes,Non-Supportive,No,No
3296,may allah protect bless life blissmediumlight skin tonemediumlight skin tonemediumlight skin tone,Supportive,Group,Other
