id,comment,task1,task2,task3
1005,Mi pregunta es y esto de que sirve. Si bien entiendo que no todos amamos de la misma manera separarnos o clasificarnos por gustos subjetivos es confuso es incoherente y innecesario  en lugar de preocuparnos por esto hay cuestiones en este mundo que merecen más la pena preocuparse,Non Support,No,No
270,"Que orgullo de atletas, muchas felicidades 🇲🇽",Support,Group,Other
2686,"No se pronuncia balet se pronuncia baley y se 
Escribe ballet",Non Support,No,No
1730,"Uno es hombre o mujer, no hay mucha vuelta más para dar 😅",Non Support,No,No
1013,Soy bisexual y mi género yo que se,Non Support,No,No
2406,Esto es bueno tiktakers pero lo que yo pensaba que nos ibas a contar el color de todas las banderas del orgullo lo que representan y lo que significan los colores y los diseños no podrían contar sobre eo en el siguiente vídeo,Non Support,No,No
1863,yo viendo el video para reirme:,Non Support,No,No
550,Que viva el orgullo 🏳️‍🌈😊,Support,Group,LGBTQ
1971,"Madre mía, normal que los niños de ahora salgan tan perdidos, les enseñan estás tonterías y se imaginan de todo, dios mío esto tiene que parar",Non Support,No,No
449,Woooooo! Fui el priemro,Non Support,Group,LGBTQ
382,Hay dos sexos y un montón de diferentes tipos de homosexuales...,Non Support,Group,LGBTQ
2150,POR DIOS SOLO AY 3 GENEROS  HOMBRE MUJER Y NO BINARIO LO DEMAS SOLO ES ESPECIFICACIONES SEXUALES,Non Support,No,No
367,Oegullosa de ser chica trans,Support,Group,LGBTQ
2599,"En realidad no hay que cuestionar a los franceses, ellos son blancos desde siglos y tienen sus costumbres, si tu familia o tu has ido a Francia debes adaptarte a ellos, racismo es otra cosa, es directamente que no te dejen entrar al país y Francia si lo hace, pero acepta sus reglas, tu fuiste a Francia y es su casa, lo de ser francés o no, eso lo reconoceran con el tiempo con otras generaciones, no es lo mismo que los países de América donde son todos iguales aunque hay racismo pero por parte de las oligarquias, pero Francia no es América, es un país milenario y uno debe adaptarse, no tiene nada de malo que te pregunten de donde eres porque la verdad es que un francés originario es blanco, entonces es normal que te pregunten con respeto, yo contestaria soy de familia Marroquí pero yo nací acá y mis costumbres son francesas.",Non Support,No,No
1217,Me gustan las mujeres,Non Support,No,No
1369,"“En mis tiempos, eso se le llamaba querer a alguien” jajajjaj me mató❤😂😂😂😂😂😂",Non Support,No,No
2620,"El final esta genial; GRACIAS, ME HA GUSTADO MUCHO LAS PREGUNTAS Y LAS REPUESTAS. HA SIDO UN PLACER!!!",Non Support,No,No
2297,*Nunca toman en cuenta a los asexualed 😔👊*,Non Support,No,No
2592,Me gustaban más los draw de Creepypastas. Ahora solo suben videos sobre política sexual,Non Support,No,No
2017,Zzz,Non Support,No,No
1064,"Yo en mi caso:
Sexo: Hombre
Orientacion: Heterosexual
Segun yo quedaria asi por q toda mi vida me eh enamorado de solo mujeres.",Non Support,No,No
2787,"Ser cristiano SI totalmente, pero el catolicismo deja mucho que desear, hay cosas que no concuerdan con esta religion, cosas que espantan de hecho al analizarles, ..y eso no me hace dejar de ser cristiano. Amo a Dios verdadero, Cristo.",Non Support,No,No
2511,Tienes razón pero no es bueno esa comunidad LGTA,Non Support,No,No
99,"Es muy triste ver como las cadenas de noticias y el mismo gobierno no dan la misma propaganda a los atletas pralimpicos, ellos siempre se llevan más medallas para el país",Support,Group,Other
452,Orgulloso de ser genosexual y Transexual 👊🤩,Non Support,No,No
2554,esto me ayudo mucho con mis dudas de sexualidad y confianza y e llegado a mi conclucion de que soy bisexual o que me gustan ambos generos🥰⚧🏳‍🌈,Non Support,No,No
1979,Nooo tu eras mi idolo 😿,Non Support,No,No
2722,"En mi pensamiento lógico he llegado muchas veces a la conclusión de que dios existe pero no desde una religión, simplemente la mayoria de los religiosos han sido heredados religiosamente por padres o abuelos.",Non Support,No,No
302,"Un juego mediocre, mediocre, mediocre. 😢",Non Support,No,No
1766,Ahh que mal ...,Non Support,No,No
711,Yoy soy homosexual,Non Support,No,No
1696,"Puras manadas cada vez se inventan más cosas, solo existe el hombre y la mujer así se crearon y no hay cambios confórmenme con lo que tienen",Non Support,No,No
1273,chico y bisexual,Non Support,No,No
1970,"Bueno, a seguir siendo hetero 👍",Non Support,No,No
3104,"2:50 dices que no todas las religiones pueden ser ciertas que te hace creer que la cristiana es la correcta
y si bien kepler, pasteur o otros cientificos fueron religiosos no significa que ellos puedan tener la razon
Detodos cada quien se cree su propia no verdad, por que no creo tener la razón
Sigue con tus videos",Non Support,No,No
822,"yo soy hetero, pero respeto cualquier género, está obvio que cada uno se siente como quiere.",Support,Group,LGBTQ
2103,Género es lo mismo que sexo lo que tú te refieres a género es la orientación sexual,Non Support,No,No
2038,por eso vean haroo 🤑,Non Support,No,No
1992,Los colores de las gemas del infinito de Marvel son las mismas que los de la bandera LGBT y hay una diferencia de 6 años a favor de Marvel. No sé si habrá derechos de autor por el uso de los colores pero de haberlos en cualquier momento pueden denunciar esto,Non Support,No,No
2400,Con este video y la investigación que lleve a cabo ya me siento más relajadx y comodx con lo que siento,Non Support,No,No
2069,🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪,Non Support,No,No
2809,"La catolica es un invento del hombre,",Non Support,No,No
1413,Soy un femboy que en sus tiempos libres se convierte en una chica gigante bisexual.,Non Support,No,No
993,Yo soy gay y me siento orgulloso de serlo amo tus videos,Support,Group,LGBTQ
635,"Hola, me encantan tus videos, no soy vieja pero así me siento y la verdad no entiendo nada 🙃 🤷 y este video me ayuda un poco, además amo todos tus videos 💕 TE AMO!!!",Non Support,No,No
2993,También opino que haya una segunda parte,Non Support,No,No
2310,Aqui los que apoyan a los LGTB,Support,Group,LGBTQ
2006,"Y como clasifico si me identifico como un taladro craftman T-900, de 1000 revoluciones por minuto? Me siento excluido, hay q cancelar este video😡😡🤬",Non Support,No,No
921,"Neutro, Bear, chanmander, Snorlax, picachu, dragón blanco de ojos azules.",Non Support,No,No
2886,"les reto a hacer algo cuando alguien tenga una enfermedad terminal en igual de ir ala medicina (rama de la ciencia) limítense  solo a rezar veamos si así se salvan entonces si se salvan siéntanse en todo el derecho de decir '' me salve gracias a dios'' no obstante si se salvan gracias ala medicina moderna entonces no fue a dios sino a las investigaciones y a los avances de la medicina 
religión 0
ciencia 6655645354761838 
no sean doble moral .",Support,Group,Other
74,"Sus lanzamientos fueron muy fuertes y potentes, rebasó los 8 metros y se quedó a muy poco del récord mundial",Support,Individual,No
2293,"¡Me encanta que hagan este tipo de videos sobre el pride!, y me encanta que incluyan el género!! 💛🤍💜🖤",Support,Group,LGBTQ
3013,*Dios♡ es amor algunas personas dicen no creer en Dios♡ hesas personas jamas han sentido el amor saludos a todos*,Non Support,No,No
3061,"la religion y la ciencia no trabajan juntas,algunas personas toman en cuenta las dos no por eso trabajan juntas. la religión muchas veces a impedido la ciencia y ninguna vez la ha impulsado. además no pueden trabajar juntas si se contradicen por ejemplos en el creacionismo y la evolución",Non Support,No,No
2252,"BASTA RE AMO ALKSHDFGHHÑSHJDHÑGHJS
Aporcierto, algo que creo que es digno de mencion es el demigenero, donde te sientes parcialmente un genero :D
Atte: Una demichica ^^",Non Support,No,No
1692,No me imagino que mas  van a inventar dentro de 100 años,Non Support,No,No
2490,"Honestamente me parece que solo debería existir la...
Asexulidad
Demisexual
Homosexualidad
Lesbianismo
Heterosexualidad
Bisexualidad
Los demás son simples géneros que buscan llamar la atención, en pocas palabras, basura.",Non Support,No,No
1726,El chavo del 8 ya explico q existen dos géneros y punto,Non Support,No,No
602,"Yo a ti te veo por kwai y me caes muy bien<3, eres super basado",Support,Individual,No
770,Bueno y descubrí que mi hermana es bisexual por que tiene su novio pero se da un beso en la voca con una mujer y su novio si así es y que mi amiga es lesbiana meló dijo y pus nose no la agonada y nose quien me mata si descubre que soy Bisexual y género fluido🏳️‍🌈❤️,Non Support,No,No
945,Soy hetero pero lala vez bicexual sin bargo  pocas veces me gustan las chicas pero deque me gusta me gusta ❤️,Non Support,No,No
286,"Ellas si representan a las mujeres, no como gala y su cuadrito de ansiedad 🤣",Support,Group,Women
1149,"Creo ser bisexual, género fluido",Non Support,No,No
1022,LIKE si los heteros deben de ser E T E R N O S!!!!,Non Support,No,No
1378,"Arro/ ace :3❤
Que no siente atracción ni sexual ni romantica, pero puede sentir cariño hacia otr@s personas no es un mounstro sin sentimientos jsjs",Non Support,No,No
1529,Bueno este video me servirá para saber todas las banderas de orientación sexual,Non Support,No,No
1062,"Noooo gente soy sapiosexual, pansexual y género fluido 😭",Non Support,No,No
1222,"te falto ekhuedgfadfsudgfkuarkugfgyuadygielhlchualudbucglidfblriufirlhgigibrwhghwfandklmalk,lañlñlkahdkdjfjikrfsexual",Non Support,No,No
1258,"Soy un hombre Trangénero, por lo que nací mujer pero no me identifico como una, también soy Pansexual.",Non Support,No,No
2433,Tanto material sólo para terminar con que: los no binarios son los nuevos blankkkos privilegiados.,Non Support,No,No
3116,Albert Einstein Reconoció a lo largo de su vida que el basto universo debía tener un diseñador una fuerza superior  y aún Darwin el fundador de  El Origen De Las Especies Admitió En Sus investigaciones que había cosas que quedarían sin explicar y que todo lo creado no podía surgir de la casualidad que debía haber un ser superior que lo haya creado....,Support,Group,Religion
2135,Puras webadas,Non Support,No,No
1580,Quiero saber xq mi amiga hace dos dias me dijo que era homosexual y tengo dudas,Non Support,No,No
1065,"Mi opinión
A eres gay, bueno 
*Se va porque le chupa un huevo*
En fin lo suponia",Non Support,No,No
2493,Soy una chancla xd,Non Support,No,No
1972,Acá 28 de junio día del heterosexual 🧐💪 además mi papá y yo quemamos una bandera LGBT viva los heteros 💪🧐🤝,Non Support,No,No
223,"A ver si aprenden aquellos atletas que lo tienen todo y no ganan nada por su mala disciplina,y por cientos de pretextos que ponen, "" es que no tenemos dinero, es que no tenemos equipo para entrenar ,es que no me sentía bien osea puros pretextos tienen""!! 
Y los ATLETAS PARALÍMPICOS con sus discapacidades físicas ,NO TIENEN DISCAPACIDAD MENTAL Y SALEN ADELANTE !! GANAN MEDALLAS PARA NUESTRO PAIS SIN PRETEXTOS! PERO ESO SÍ CON MUCHA GARRA , CORAZÓN,ALMA, ESPÍRITU FUERTE Y MUCHA PASIÓN POR SU DEPORTE ❤❤❤❤ GRACIAS PRECIOSA AIDEE!!!",Support,Group,Other
440,Saludos para todas todos y todes yo me identifico cómo mujer trans y me gusta respetar a todo género cada quien es feliz cómo le guste mientras no ofendamos a nadie creó qué todo esta bien he tenido propuestas con menores de edad pero éso no va con migo éso se llama respetó Saludos,Non Support,No,No
2392,ME DESUSCRIBO💀☠☠☠,Non Support,No,No
138,Grandioso,Non Support,No,No
456,"Woooww!!! Tantas ""sexualidades"" creadas en tan poco tiempo... no me imagino en otros 20 años la cantidad de géneros que seguirán saliendo.",Non Support,No,No
1290,le hubieran puesto otro nombre asi me habria dado cuenta que soy pansexual y dejaria de hacer ese chiste pendejo que me culeo panes,Non Support,No,No
2120,Yo veo el perfil: se me cayó un ídolo,Non Support,No,No
2744,Vete a la mierda los dos el islam es la religión verdadera me da igual es que sois tontos católicos son muñecos y además el Jesús es el profeta de Allah,Support,Group,Religion
1751,la gente que te hace bullying quiere que pierdas tu identidad como hombre o mujer seguns ea el caso. no permitas que te confundan,Non Support,No,No
1006,"Soy genero fluido! Y mi orientacion sexual es Demisexual uwu. Es mas complejo que explicar de lo que parece... pero es mas bien como necesitar sentirse comodo o haberte ""unido"" de alguna manera especial para sentir ganas de mantener relaciones.. ojo, eso no quiere decir que no pueda atraerme fisicamente alguien, puedes decir que te gusta alguien fisica o mentalmente pero es imposible para mi imaginarme con tal persona teniendo relaciones ya que ese gusto sexual no existe... Es por eso que entra dentro de la asexualidad y no es tan simple como querer a alguien :') porque a veces a la gente que quiero no la siento fuertemente unida a mi como para tener algun tipo de relacion sexual, pero igual la quiero(?...",Non Support,No,No
2683,"Si todos fuéramos iguales la polémica  dejaría de existir . Es casual el prejuicio a los negros ###??? o hay algo de objetivo al convivir con ellos en sociedad  y en ciudades ?? por que los rumores de la sociedad casi en todo su conjunto habla mal de "" casi "" todos ellos ?? sera que es fantasía lo que experimentan ##??  , Si se niega que hay racismo contra ellos es una hipocresía de la sociedad cualquiera sea esta , y si la sociedad habla francamente de el por que de su racismo se le condena y hay veces se les sanciona moralmente , o como en USA que es una infracción legal hablar sobre ellos ,  el problema sigue hay racismo escondido pero lo hay ,  como sociedad todos tienen que hacerse esa pregunta y resolverlo , estoy en contra del racismo soy humanista , puedo dar mi punto de vista científico pero cuba tiene los suyos  así que tienen que abordarlo academicamente .",Support,Group,Black Community
